contas,nomenclatura_estrutura
VARIAÇÕES MONETÁRIAS ATIVAS^RECEITAS FINANCEIRAS,( + ) RECEITA FINANCEIRA
(-) RECUP PREVIDENCIA PRIVADA^BENEFICIOS,( - ) CUSTOS COM BENEFÍCIOS
INSS-PROV.S/13. SALARIO^ENCARGOS SOCIAIS,( - ) ENCARGOS SOCIAIS [ADM]
DESPESA C/INSS^DESPESA DE PESSOAL - ENCARGOS SOCIAIS,( - ) DESPESAS COM ENCARGOS
PREJUÍZO C/ OPERAÇÃO HEDGE^DIVERSOS,( - ) DESPESAS FINANCEIRAS
SALARIO EDUCAÇÃO^DESPESA COM ENCARGOS,( - ) DESPESAS COM ENCARGOS
FPW REP^RECEITAS  C/ LICENÇA DE USO,RECEITA DE LICENÇAS E UPGRADE
(-) SEGURO PROTECAO TRANSACOES MULTIFACIL^(-)DESPESAS DE SEGURO,( - ) DESPESAS GERAIS
DESPESAS DIVERSAS^CREDITOS COM PESSOAS LIGADAS - NC,( - ) DESPESAS GERAIS
FERIAS^DEDUCOES DA RECEITA,INDUSTRIAL
PROTECAO E SEGURANCA^[NÃO IDENTIFICADA],( - ) DESPESAS ADMINISTRATIVAS
REC DE ROYALTIES A C - BTG SHOPPING NOVA IGUACU^RECUP DE ROYALTIES DO ANO CORRENTE BTG,( + ) RECUP. DE ROYALTIES  ANO CORRENTE
SERVICOS DE INFORMATICA^CUSTOS COM SERVICOS DE TERCEIROS,( - ) SERV DE TERCEIROS
COFINS^IMPOSTOS SOBRE VENDAS E SERVIÇOS,( - ) PIS/COFINS
MATL.DE ESCRITÓRIO/EXPEDIENTE^DESPESAS ADMINISTRATIVAS,( - ) DESPESAS GERAIS
3.07.09.001.008   IMPOSTOS E TAXAS DIVERSAS^3.07.09.001   CONTRIBUIÇÕES IMPOSTOS E TAXAS,( - ) OUTROS IMPOSTOS E TAXAS
VALE REFEIÇÃO^DESPESAS TRABALHISTAS,( - ) DESPESAS COM REMUNERAÇÃO
MANUT VEICULOS^MANUTENCAO E REPAROS,( - ) DESPESAS COM TERCEIROS
SERVICOS GRAFICOS^SERVICOS PRES PESSOA JURIDICA,( - ) CUSTOS VARIÁVEIS - OUTROS
ALUGUEL DE MOVEIS E UTENSILIOS^LOCACOES DE EQUIPAMENTOS,( - ) DESPESAS GERAIS
"REPRODUCOES,AUTENTICACOESECOPIAS^UTILIZADESESERVIÇOS",( - ) GERAIS E ADMINISTRATIVAS
DESPESAS DIVERSAS COM VIAGENS^DESPESAS COM VIAGENS,( - ) DESPESAS COM VIAGENS
OUTRAS RECEITAS OPERACIONAIS^OUTRAS RECEITAS OPERACIONAIS,( + ) OUTRAS RECEITAS OPERACIONAIS
MULTAS E JUROS S/ATRASO IMPOSTOS^BANCO SANTANDER,( - ) DESPESAS FINANCEIRAS
(-) RECLASSIFICACAO DE DESPESAS^[NÃO IDENTIFICADA],( - ) DESPESAS GERAIS E ADMINISTRATIVAS
REBOCADOR - CMPC^GASTOS FIXOS,( - ) CUSTOS
REC DE ROYALTIES A C - BTG SAO GONCALO SHOPPING^RECUP DE ROYALTIES DO ANO CORRENTE BTG,( + ) RECUP. DE ROYALTIES  ANO CORRENTE
HORA EXTRA^DESPESAS COM PESSOAL,( - ) PESSOAL - P&D
VIAGEM E HOSPEDAGEM^OUTRAS DESPESAS ADMINISTRATIVAS,( - ) DESPESAS COM VIAGENS
(-) DEVOLUCAO VENDA MERC. SORVETE 10L^(-) DEVOLUCOES S/ VENDAS MERCADORIAS,( - ) DEVOLUÇÕES S/ VENDAS
LANCHES E REFEIÇÕES^[NÃO IDENTIFICADA],( - ) DESPESAS GERAIS
"LIMPEZA, CONSERV. E MANUTENÇÃO^DIVERSOS",( - ) DESPESAS GERAIS
ANBIMA^DESPESAS DE TAXA DE ADMINISTRAÇÃO EFETIVA,( - ) CUSTÓDIA
[02SEGVIAGEM]SEGURO VIAGEM^[985766]CONGRESSO LATINOAMERICANO DE BIOQ. CLÍNICA,( - ) DESPESAS COM VIAGENS
PROVISÃO DE 13º SALARIO^PROVISÕES TRABALHISTAS,( - ) DESPESAS COM PESSOAL
(-) PIS S/TAXA ADM DE CARTÕES DE CREDITO^COBRANÇA,( - ) DESPESAS GERAIS E ADMINISTRATIVAS
MATERIAL DE ESCRITORIO^CAIXA GERAL,( - ) DESPESAS GERAIS
ALUGUEIS PJ ADM^UTILIDADES,( - ) DESPESAS ADMINISTRATIVAS
"JUROS E MULTA^JUROS, MULTAS  E DESCONTOS",( - ) DESPESAS COM JUROS
RECEITA TAXA DE ADESAO^[NÃO IDENTIFICADA],( + ) RECEITA TAXA DE ADESÃO
FÉRIAS^[NÃO IDENTIFICADA],( - ) PERSONAL EXPENSES
VENDAS NÃO ENTREGUES VAR^PRODUTOS VENDIDOS - MERC NACIONAL,( - ) CUSTO DAS MERCADORIAS VENDIDAS
SALARIOS E ORDENADOS^RESULTADO DO EXERCICIO,( - ) HUMAN RESOURCES - LOGISTIC
SISTEMAS DE ANALISE TECNICA^DESPESAS DE PROCESSAMENTO DE DADOS,( - ) DESPESAS COM SOFTWARES
AUXÍLIOS^BENEFÍCIOS,( - ) CUSTOS
IMPOSTO DE RENDA PESSOA JURIDICA^IMPOSTO DE RENDA PESSOA JURIDICA,( - ) IR/CS CORRENTE
DEPRECIACOES RR FIXA  - COM^OCUPACAO  - COM,( - ) DEPRECIAÇÃO E AMORTIZAÇÃO
DESCONTOS OBTIDOS^RECEITA FINANCEIRA,( + ) RECEITA FINANCEIRA
COFINS S/ OUTRAS RECEITAS^DESPESAS TRIBUTARIAS,( - ) PIS/COFINS
PESSOAL - FGTS S/ PROVISOES^ENCARGOS,( - ) ENCARGOS
CONFRATERNIZAÇÕES DE FUNCIONÁRIOS^RESULTADO DO EXERCICIO,( - ) OPERATIONAL EXPENSES - G&A
DESPESAS RECUPERADAS^RECEITAS EVENTUAIS,( + ) RECEITA BRUTA
TAXAS S/IMPORTACAO^IMPOSTOS E TAXAS,( - ) DESPESAS COMERCIAIS
CONVÊNIOS^DESPESAS COM BENEFICIOS,( - ) DESPESAS COM BENEFÍCIOS
MANUTENÇÃO DE EQUIPAMENTOS^BANCO SANTANDER,( - ) MANUTENÇÃO
MATERIAL LABORATORIO^DESPESAS GERAIS,( - ) DESPESAS GERAIS
DESPESASREEMBOLSAVEIS-ESTACIONAMENTO^DESPESASREEMBOLSAVEISEVIAGENS,( - ) REEMBOLSO DE DESPESAS
JUROS ITAU CAPITAL DE GIRO 30/03/16-B^FINANCEIRAS,( - ) DESPESAS COM JUROS
IMPOSTO DE RENDA - DIFERIDO^DESPESAS TRIBUTARIAS,0468 - INCOME TAXES
COMISSAO S/ VENDAS (TAXA ADM.)^CUSTOS COM ADMINISTRADORAS DE,( - ) ADM CARTÃO
MANUTENÇÃO DE EQUIPAMENTOS^GASTOS GERAIS NA PRESTAÇÃO DE SERVIÇOS,( - ) OTROS GASTOS
DESP.COML. VIAGENS E ESTADAS^DESPESAS COM VENDAS,( - ) OUTRAS DESPESAS COMERCIAIS
ALUGUEIS DE MOVEIS E UTENSILIOS^ALUGUEIS,( - ) DESPESAS GERAIS E ADMINISTRATIVAS
PIS S/ FATURAMENTO^DEDUÇÃO DE ALUGUEIS,( - ) IMPOSTOS E DEDUÇÕES
COMISSAO SOBRE CARTOES DE CREDITO^DESPESAS COM OPERADORAS DE CARTAO DE CREDITO,( - ) TARIFAS BANCÁRIAS
DESCONTOS CONCEDIDOS^ENCARGOS FINANCEIROS,( +/- ) OUTROS RESULTADOS FINANCEIROS
FGEDUC^[NÃO IDENTIFICADA],( - ) OUTROS IMPOSTOS
PALESTRAS E CURSOS^DESPESAS GERAIS ADMINISTRATIVAS,( - ) OUTRAS DESPESAS
COFINS S/ OUTRAS RECEITAS.^IMPOSTOS E CONTRIBUICOES.............,( - ) IMPOSTOS E TAXAS
FRETES ENTREGAS AO CLIENTE^FRETES E CARRETOS,( - ) DESPESAS C/TRANSPORTES
IRPJ- DIFERIDO^DEPOSITOS BANCARIOS A VISTA,( - ) IR/CS CORRENTE
RING JOINT^RECEITA OPERACIONA,NET SALES 3RD - DOMESTIC
(-) APROVISIONAMENTOS E AJUSTES PATRIMONIAIS^(-) DESPESAS OPERACIONAIS,( - ) DESPESAS GERAIS
HORAS EXTRAS^DEDUCOES DA RECEITA,TRANSITÓRIA APURAÇÃO DE CUSTO
ROYALTIES - BTG EVENTOS^ROYALTIES BTG,( + ) ROYATIES
AUXILIO CRECHE - DOC^DESPESAS COM BENEFICIO DOCENTES,( - ) CUSTOS FIXOS
OUTRASRECEITASFINANCEIRAS^RECEITASFINANCEIRAS,( + ) RECEITA FINANCEIRA
VALE TRANSPORTE^CAIXA GERAL,( - ) DESPESAS COM BENEFÍCIOS
GÊNEROS ALIMENTÍCIOS^DESPESAS GERAIS,( - ) DESPESAS GERAIS E ADMINISTRATIVAS
IMPOSTOS E TAXAS^[NÃO IDENTIFICADA],( - ) CUSTOS COM EQUIPAMENTOS
TRF GASTOS PROD. - GIL - VEG^TRANSF GASTOS DESP C.C.,( - ) CUSTOS PROD E SERV VENDIDOS
ASSISTENCIA JURIDICA^DESPESAS DE FUNCIONAMENTO,( - ) DESPESAS COM TERCEIROS
TELEFONE^DESPESAS ADMINISTRATIVAS,"( - ) OUTRAS (INCLUI VEÍCULOS, LEASING, CATETE)"
BENS DE PEQUENO VALOR^DESPESAS GERAIS ADMINISTRATIVAS,( - ) DESPESAS GERAIS
JUROS PASSIVOS^DESPESAS FINANCEIRAS,( - ) DESPESAS FINANCEIRAS
"AGUA, LUZ, GAS^DESPESAS GERAIS E ADM",( - ) CUSTOS FIXOS
METALFLEX^DEDUCOES DA RECEITA,NET SALES 3RD - DOMESTIC
PERDAO DE DIVIDA^OUTRAS RECEITAS,( +/ - ) OUTRAS DESPESAS OU RECEITAS OPERACIONAIS
DESPESAS E COMISSOES BANCARIAS^CAPITAL SOCIAL REALIZADO,( - ) DESPESAS FINANCEIRAS
I.O.F.^OUTRAS DESPESAS FINANCEIRAS,( - ) DESPESAS COM JUROS
DESPESA C/MONTAGENS STAND^[NÃO IDENTIFICADA],( - ) GENERAL EXPENSES
DONATIVOS^CAIXA GERAL,( - ) DESPESAS GERAIS
(-) CANCELAMENTO DE SERVIÇOS (NFS)^(-) VENDAS CANCELADAS E DEVOLUÇÕES,( - ) DESPESAS GERAIS E ADMINISTRATIVAS
(-) COFINS SOBRE OUTROS ALUGUEIS^ALUGUEIS,( - ) DESPESAS GERAIS E ADMINISTRATIVAS
BRINDES^DESPESAS GERAIS,( - ) DESPESAS GERAIS
SERV. TÉCNICOS ESPECIALIZADOS^SERV. - PESSOAS JURÍDICAS,( - ) DESPESAS COM SERVIÇOS DE TERCEIROS
CONSTITUICOES DE CONTING.FISCAIS NO EX.^PROVISOES P/CONTINGENCIAS FISCAIS,( - ) CUSTOS COM PROVISÕES
TELEFONE^DEDUCOES DA RECEITA,ADMINISTRATIVE
PROV DESP OPERAC - 3EMB_REEV^SERVIÇOS TOMADOS  - OP,( - ) SERVIÇOS TOMADOS - OP
SERV. PRESTADOS-TREINAMENTOS E FORM.PROF^SERVICOS PRESTADOS,( - ) CUSTOS COM TERCEIROS
"MULTAS - AUTOS DE INFRACAO^CUSTOS COM IMPOSTOS, TAXAS E CONTRIBUICO",( - ) OUTROS
COFINS S/RECEITAS FINANCEIRAS^IMPOSTOS S/RECEITAS FINANCEIRAS,( - ) DESPESAS FINANCEIRAS
MATL.PROTECAO E SEGURANCA^DESPESAS C/MAT.DE MANUTENÇÃO,( - ) DESPESAS ADMINISTRATIVAS
VALOR LIQUIDO DOS BENS BAIXADOS^RESULTADO COM BAIXAS DO ATIVO FIXO,( +/- ) ALIENAÇÃO DE ATIVOS
VALE TRANSPORTE^SALARIOS ENCARGOS E BENEFICIOS,( - ) DESPESAS COM BENEFÍCIOS
DESCONTOS OBTIDOS^RECEITAS FINANCEIRAS,( + ) RECEITA FINANCEIRA
MATERIAL DE ESCRITÓRIO^GASTOS DE ESTRUTURA,( - ) DESPESAS COM UTILIDADES
ADICIONAL DE PERICULOSIDADE^DESPESAS COM PROVENTOS E GRATIFICAÇÕES,( - ) DESPESAS COM VENDAS
IMPRESSOS E MATERIAL PARA ESCRITORIO^DESPESAS DE FUNCIONAMENTO,( - ) DESPESAS GERAIS
TRANSITORIA - ICMS^TRANSITORIA - OUTRAS,( +/- ) RESULTADOS TRANSITÓRIOS
RECEITA DE VENDAS DE PRODUTOS - SP^RECEITA BRUTA DE VENDAS,( + ) RECEITA DE PRODUTOS
DESC.S/VENDAS CREDIARIO DEVOLVIDAS^DESCONTOS CONCEDIDOS VENDAS CREDIARIO,( - ) DEDUÇÕES DE VENDAS
COFINS-METALFLEX^DEDUCOES DA RECEITA,NET SALES 3RD - DOMESTIC
FGTS RESCISORIO^PESSOAL + ENCARGOS,( - ) DESPESAS COM RESCISÃO
ALUGUEL IMOVEL^CREDITOS COM PESSOAS LIGADAS - NC,( - ) DESPESAS COM LOCAÇÃO
SERVIÇOS DE COMUNICAÇÃO^DESPESAS ADMINISTRATIVAS,( - ) DESPESAS GERAIS
OUTRASRECEITAS/DESPESASOPERACIONAIS^OUTRASRECEITAS(DESPESAS)OPERACIONA,( +/- ) OUTRAS RECEITAS/ DESPESAS OPERACIONAIS
PROVISAO P/13 SALARIO^DESPESAS COM PESSOAL,( - ) DESPESAS COM SALÁRIOS
SERVICOS DE TERCEIROS^CAIXA GERAL,( - ) DESPESAS COM TERCEIROS
LOCAÇÃO EQUIPAMENTOS^OUTRAS DESPESAS OPERACIONAIS,( - ) DESPESAS COM LOCAÇÃO
IOF^FINANCIAMENTO CAPITAL GIRO,( - ) DESPESAS FINANCEIRAS
ADMINISTRATIVOS^DESP C/ SERV PROF CONTRAT-PJ,( - ) DESPESAS ADMINISTRATIVAS
INDENIZAÇÕES E RECISÕES TRABALHISTAS^(-) DESPESAS COM VENDAS,( - ) DESPESAS COM PESSOAL
JUNTAS CORTADAS^DEDUCOES DA RECEITA,COGS - 3RD - DOMESTIC
DESPESAS DIVERSAS PRODUÇAO^DESPESAS TRABALHISTAS PRODUÇAO,( - ) CUSTOS COM FOPAG
OUTRAS DESPESAS^DESPESAS GERAIS,( - ) DESPESAS GERAIS
FRETES S/EXPORTAÇÃO^DESPESAS COM EXPORTAÇÃO,( - ) FRETES
"PROV.DE FÉRIAS,13ºSAL/ENCARGOS^PROVISÕES DE BALANÇO",( - ) DESPESAS COM SALÁRIOS
OUTRAS^OUTRAS DESPESAS OPERACIONAIS,( - ) OUTROS IMPOSTOS E TAXAS
MULTAS S/IMP E CONTRIB DEDUTIVEIS^IMPOSTOS TAXAS E CONTRIBUICOES,( - ) DESPESAS TRIBUTÁRIAS
PROV.P/ VALORIZACAO AO MERCADO^OUTRAS DESPESAS OPERACIONAIS,( +/- ) ALIENAÇÃO DE ATIVOS
PROPAGANDA E MARKETING^DESPESAS DE PROPAGANDA E PUBLICIDADE,( - ) MÍDIA ON
CONS.TEJOFRAN AUGUSTO VELLOSO^LUCROS OU PREJUÍZOS ACUMULADOS,( + ) RECEITA BRUTA
SEGURANÇA E VIGILANCIA^DESPESAS GERAIS ADMINISTRATIVAS,( - ) DESPESAS GERAIS
INDADIMPLÊNCIA - BTG SHOPPING METROPOLITANO^INADIMPLÊNCIA,( + ) ROYATIES
INSS S/FATURAMENTO - SERVIÇO INDUSTRIALI^IMPOSTOS INCIDENTES SOBRE VENDAS,( - ) INSS
( - ) IPI S/ VENDAS CUT OFF^IMPOSTOS SOBRE VENDAS,( - ) IPI
ALUGUEL^CUSTOS COM OCUPACAO,( - ) OCUPAÇÃO
REFEITORIO(TERCEIROS E EMPRESAS).^DESPESAS COM CONSUMO.................,( - ) CUSTO DOS SERVIÇOS - CONSUMO
TELEFONE^GASTOS GERAIS,( - ) DESPESAS COM TELECOM
INTERNET^GASTOS GERAIS,( - ) CUSTOS COM TELECOM
VARIAÇÃO MONETARIA ATIVA^RECEITAS COM ATUALIZAÇÕES,( + ) OUTRAS RECEITAS
FGTS S/PROV. DE FERIAS^ENCARGOS SOCIAIS,( - ) DESPESAS COM ENCARGOS
VALE TRANSPORTE^DESPESAS COM PESSOAL,( - ) DESPESAS COM SALÁRIOS
MATERIAIS DE CONSUMO^DESPESAS GERAIS OPERACIONAIS,( - ) DESPESAS GERAIS
CUSTO INSTALACAO^CAIXA GERAL,( - ) CUSTOS DE INSTALAÇÃO
TELEFONE^CUSTOS DIRETOS NA PRESTAÇÃO SERVIÇOS,( - ) CUSTOS FIXOS
MULTASCOMTERCEIROS^MULTAS,( - ) DESPESAS FINANCEIRAS
PROV REPRESENTAÇÃO - 3VF_I^DESPESAS COM VIAGENS,( - ) DESPESAS COM VIAGENS
MENSALIDADES E CONTRIBUICOES^APURACAO DO RESULTADO,(-) GERAIS E ADMINISTRATIVAS
FPPDELOJASVAGAS^CUSTOSCOMLOJASVAGAS,( - ) CUSTOS DE ALUGUÉIS E SERVIÇOS
CFTV^MANUTENÇÕES / EQUIPAMENTOS,( - ) DESP CONDOMINIO TREVISA
FGTS^CAIXA GERAL,( - ) DESPESAS COM ENCARGOS
PATROCINIOS^DESPESAS INDEDUTIVEIS,( - ) DESPESAS COMERCIAIS
LOCACAO DE EQUIPAMENTOS^GASTOS GERAIS DE SERVICOS,( - ) DESPESAS COM UTILIDADES
BONIFICACOES RECEBIDAS^OUTRAS RECEITAS OPERACIONAIS,( + ) OUTRAS RECEITAS
OUTRAS DESPESAS^DESPESAS COM VIAGENS NACIONAIS,( - ) DESPESAS COM VIAGENS
GENEROS ALIMENTICIOS^DEDUCOES DA RECEITA,ADMINISTRATIVE
MANUTENÇÃO E CONS.DE BENS E INSTALAÇÕES^DESPESAS FINANCEIRAS,( - ) DESPESAS GERAIS
DESPESAS MANUTENÇÃO EM PREDIOS TERCEIROS^DESPESAS GERAIS,( - ) DESPESAS COM TERCEIROS
TARIFAS BANCÁRIAS^[NÃO IDENTIFICADA],( - ) DESPESAS GERAIS
TELEFONE MOVEL CELULAR^DESPESAS GERAIS ADMINISTRATIVAS,( - ) DESPESAS COM TELECOM
FALTAS E ATRASOS^PROVENTOS,( - ) CUSTOS COM REMUNERAÇÃO
PIS S/ OUTRAS RECEITAS^TRIBUTOS E CONTRIBUICOES,( - ) OUTROS IMPOSTOS E TAXAS
MÃO DE OBRA DE PRODUÇÃO^CUSTO DE MERCADORIA VENDIDA,( - ) CUSTOS COM REMUNERAÇÃO
TAXA DE FISCALIZACAO E FUNCIONAMENTO^IMPOSTOS E TAXAS,( - ) OUTROS IMPOSTOS E TAXAS
ENC. S/PROV. FÉRIAS E 13.SAL.-FGTS^ENCARGOS SOCIAIS,( - ) ENCARGOS SOCIAIS
TELEFONES^CAIXA GERAL,( - ) DESPESAS COM TELECOM
ASSISTENCIA MEDICA^CAIXA GERAL,( - ) DESPESAS COM BENEFÍCIOS
ALUGUEL DE IMOVEL E CONDOMINIO^[NÃO IDENTIFICADA],( - ) DESPESAS COM LOCAÇÃO
ARTISTICO^CUSTO DE PRODUCAO/RELAC./NEGOCIOS/CARIOCA/IDA,( - ) CUSTOS COM INFRAESTRUTURA
ASSESSORIA TECNICA^SERVICOS PRESTADOS,( - ) SERVIÇOS DE TERCEIROS
(-) JUROS RECEBIDOS^(-) RECEITAS FINANCEIRAS,( +/- ) OUTROS RESULTADOS FINANCEIROS
I.O.F^DESPESAS FINANCEIRAS,( - ) DESPESAS FINANCEIRAS
AAS - W3 CARREIRA E SUCESSÃO^SOFTWARE COMO SERVIÇO,RECEITA DE ASSINATURA NOVA OFERTA
CREDITO COFINS NAO CUMULATIVO^DEDUCAO DE CUSTOS COM SERVICOS,( - ) DESPESAS COM TERCEIROS
OUTRAS^OUTRAS DESPESAS OPERACIONAIS,( - ) OUTROS IMPOSTOS E TAXAS
SERVICOS DE TERCEIROS - PF^DESPESAS OCUPACAO/UTILIDADE E SERVICOS,( - ) DESPESAS COM TERCEIROS
"RECEITA VENDAS DE SORVETE 1,5LT^RECEITA VENDAS DE SORVETE 1,5LT",( + ) RECEITA BRUTA
ASSESSORIA CONTÁBIL^SERVIÇOS PROFISSIONAIS,( - ) DESPESAS COM TERCEIROS
(-)ISS S/ FATURAMENTO -^[NÃO IDENTIFICADA],( - ) ISS
DESPESASBANCARIAS^DESPESASFINANCEIRAS,( - ) DESPESAS FINANCEIRAS
JUROS DE MORA^DESPESAS FINANCEIRAS,( - ) OUTROS DESPESAS FINANCEIRAS
TOTAL DE RECEITAS COM SERVIÇOS^[NÃO IDENTIFICADA],( + ) RECEITA DE SERVIÇOS
SEGUROS^ESTADIAS,( - ) SEGUROS
COMEMORACAO DIA DA MULHER^CUIDAR E RECOMPENSAR,( - ) PRÁTICAS DE RH
RESULTADO DE EQUIV PATRIMONIAL^GANHOS EM PARTICIP SOCIETARIAS,( +/- ) EQUIVALÊNCIA PATRIMONIAL
VALE ALIMENTAÇÃO PRODUÇÃO^CUSTO PESSOAL PRODUÇÃO,( - ) CUSTOS COM PESSOAL
COMPRAS REVENDA MERC. LIQUIDAS^CUSTO DOS PROD/MERCAD VENDIDAS,( - ) DESPESAS GERAIS
ASSOCIACOES DE CLASSE - ADM^DESPESAS - ADM,( - ) DESPESAS GERAIS
INSS S/HONORARIOS  - COM^HONORARIOS  - COM,( - ) DESPESAS COM TERCEIROS
ACORDOS JUDICIAIS^PROCESSOS JUDICIAIS,( - ) OUTROS
IMOBILIZAÇOES DE PEQUENO VALOR^[NÃO IDENTIFICADA],( - ) DESPESAS GERAIS
(-) ABATIMENTOS CLIENTES^[NÃO IDENTIFICADA],( - ) DESCONTOS E ABATIMENTOS
444  ESTACIONAMENTOS^DESPESAS GERAIS COMERCIAIS,( - ) ESTACIONAMENTO
SERV. PRESTADOS PESSOA JURIDICA^SERVICOS PRESTADOS,( - ) DESPESAS COM TERCEIROS
CSLL - SCP 8^SCPS,( - ) IR/CS CORRENTE
COFINS - EMPRESAS PRIVADAS^(-) DEDUÇÕES DA RECEITA DE SERVIÇOS,( - ) PIS/COFINS
JUROS PASSIVOS^DESPESAS FINANCEIRAS,( - ) DESPESAS COM JUROS
LUZ^[NÃO IDENTIFICADA],( - ) DESPESAS COM UTILIDADES
PIS/FATURMENTO^IMPOSTOS S/RECEITA BRUTA DE SERVIÇOS,( - ) IMPOSTOS
REINTEGRA VAR^PRODUTOS VENDIDOS - EXPORTACAO,( - ) CUSTO DAS MERCADORIAS VENDIDAS
GANHO VENCIMENTO HEDGE - GANHO/PERDA^RECEITAS FINANCEIRAS,( + ) RECEITA FINANCEIRA
PROVISAO CONTING. TRABALHISTA..^REVERSAO DE PROVISOES.................,"OUTRAS RECEITAS/(DESPESAS) OPERACIONAIS, LÍQUIDAS"
DESPESA COM ÁGUA^DESPESAS ADMINISTRATIVAS,"( - ) OUTRAS (INCLUI VEÍCULOS, LEASING, CATETE)"
CONTABILIDADE^SERVICOS PRESTADOS - PESSOA JURIDICA,( - ) SERV. PROF. CONTRATADOS
FPP-CONTRIBUIÇÃOCONTRATUAL^OUTROSCUSTOSDESHOPPINGCENTERS,( - ) CUSTOS DE ALUGUÉIS E SERVIÇOS
ANBIMA - MENSALIDADE^DESPESAS DE SERVICOS DO SISTEMA FINANCEIRO,( - ) OUTROS IMPOSTOS E TAXAS
CONDUCOES^DESPESAS GERAIS ADMINISTRATIVAS,( - ) OUTRAS DESPESAS
FGTS^DESPESAS COM PESSOAL,( - ) DESPESAS COM ENCARGOS
DEPRECIAÇÕES E AMORT^DESPESAS GERAIS SERVIÇOS,( - ) DEPRECIAÇÃO E AMORTIZAÇÃO
DESCONTOS OBTIDOS^CAIXA GERAL,( +/- ) OUTROS RESULTADOS FINANCEIROS
FPP-CONTRIBUIÇÃOESPECIAL^OUTROSCUSTOSDESHOPPINGCENTERS,( - ) CUSTOS DE ALUGUÉIS E SERVIÇOS
DESPESAS TRABALHISTAS PRODUÇAO^OUTROS CUSTOS DE SERVIÇOS,( - ) CUSTOS COM FOPAG
SEG.DE ACIDENTES DO TRABALHO^ENCARGOS SOCIAIS,( - ) DESPESAS COM ENCARGOS
NOTAS DO TESOURO NACIONAL^RENDAS DE TITULOS DE RENDA FIXA,( + ) RECEITA BRUTA
HONORÁRIOS^[NÃO IDENTIFICADA],( - ) PROFESSIONAL SERVICES
IMPOSTOS E TAXAS^DESPESAS TRIBUTARIAS,( - ) OUTROS IMPOSTOS E TAXAS
TELEFONE^????????????,( - ) DESPESAS G & A
ALUGUELMÍNIMOQUIOSQUE^RECEITASDESHOPPING,RECEITA BRUTA
(-) DESPESAS TRANSFERIDAS^( - ) TRANSFERENCIAS,( - ) OUTRAS DESPESAS
MATERIAL DE LIMPEZA^DESPESAS FINANCEIRAS,( - ) DESPESAS GERAIS
(-) REPASSES DE ENCARGOS E BENEFÍCIOS^ENCARGOS SOCIAIS E BENEFÍCIOS,( - ) ENCARGOS - ADMINISTRATIVO
RECONC.ADM TAC - INFRA SP^RECONCILIACOES - ADM,( - ) RATEIOS - SG&A
SERVIÇOS DE PESSOAS JURIDICAS^SERVIÇOS PROFISSIONAIS,( - ) DESPESAS COM TERCEIROS
TAXAS MUNICIPAIS^IMPOSTOS E TAXAS,( - ) OUTROS IMPOSTOS E TAXAS
FRETES S/ VENDA - MI^DESPESAS VARIAVEIS DE VENDA,( - ) DESPESAS COM VENDAS
MATERIAL DE EMBALAGEM^DESPESAS DIVERSAS,( - ) DESPESAS GERAIS
OUTRAS DESPESAS^GASTOS GERAIS,( - ) DESPESAS GERAIS E ADMINISTRATIVAS
MATERIAIS DE USO   CONSUMO^DESPESAS GERAIS,( - ) DESPESAS COM UTILIDADES
SERVIÇOS DE TERCEIROS - PESSOA JURIDICA^GASTOS GERAIS NA PRESTAÇÃO DE SERVIÇOS,( - ) CUSTOS SERV PRESTADOS
OUTROS SERVICOS DE TERCEIROS - PJ^SERVICOS DE TERCEIROS - PJ,GENERAL EXPENSES
TELEFONES^CAIXA GERAL,( - ) DESPESAS COM TELECOM
ANUNCIOS E PUBLICACOES^ENTRADAS COMERCIAIS,( - ) DESPESAS GERAIS
PIS S/ SERVICOS PRESTADOS^DEDUCAO DAS RECEITAS C/ SERVICOS,( - ) PIS/COFINS
[ESTACI]ESTACIONAMENTOS^[A00410]TRANSPORTES,( - ) DESPESAS COM VIAGENS
PRO LABORE^PROVENTOS,( - ) CUSTOS COM REMUNERAÇÃO
CORRESPONDENCIAS^DESPESAS ADMINISTRATIVAS,( - ) DESPESAS GERAIS
METALBEST^DEDUCOES DA RECEITA,NET SALES 3RD - DOMESTIC
[NÃO IDENTIFICADA]^[NÃO IDENTIFICADA],( - ) CUSTOS COM ALUGUÉIS
ICMS SERV FROTA PROP QUIM EMB^APURACAO DO RESULTADO,(-) IMPOSTOS SOBRE VENDAS E SERVIÇOS
INSS^DESPESAS COM PESSOAL,( - ) DESPESAS COM ENCARGOS
(-) RECUPERACAO DE DESPESAS^[NÃO IDENTIFICADA],( - ) DESPESAS COM REMUNERAÇÃO
LEASING MAQ.PROCTO.DADOS^MANUTENCAO DE MAQUINAS/SOFTWARES,( - ) MANUTENÇÃO PREDIAL
VALE CULTURA^(-) DESPESAS COM VENDAS,( - ) DESPESAS COM PESSOAL
IMPOSTO PREDIAL TERRITORIAL URBANO (IPTU)^DESPESAS AUXILIARES,( - ) DESPESAS AUXILIARES
SERVS TERCEIRIZADOS DE SEGURANCA^SERVICOS PROFISSIONAIS,( - ) SERV TERCEIROS
REEMBOLSO DE REFEICAO^DESPESAS COMERCIAIS,( - ) DESPESAS COMERCIAIS
SEGURO SAUDE^RESULTADOS DE EXERCICIOS,( - ) DESPESAS COM BENEFÍCIOS
